Interview_key	HH_ID	area	ind_weight	hh_weight	select	selectedAgeM	selectedAgeF	age	tt_hhmembers	hh_2	hh2_oth	hh_3	hh_3oth	hh_4	hh_4oth	hh_5	hh_6	hh_6oth	hh_7	hh_7oth	hh_8	hh_8oth	hh_9	hh_10__1	hh_10__2	hh_10__3	hh_10__4	hh_10__5	hh_10__6	hh_10__7	hh_10__8	hh_10__9	hh_10__10	hh_10__11	hh_10__12	hh_10__13	hh_10__14	hh_10__15	hh_10__16	hh_10__17	hh_10__18	hh_10__19	hh_10__20	hh_11	hh_12	hh_12oth	hh_13__1	hh_13__2	hh_13__3	hh_13__4	hh_13__5	hh_13__6	hh_13__96	hh_13__98	hh_13__99	hh_13oth	hh_resultcode
72-68-28-23	1002104000201	1	315.4839521	45.58130173	1	15	 	15	    4.00	1	 	1	 	1	 	4	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-74-52-72	0206026000501	1	125.4525638	104.6508329	1	42	 	42	    3.00	4	 	1	 	2	 	2	2	 	1	 	1	 	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-75-19-88	1409053011101	1	182.3256996	180.6566641	2	 	28	28	    2.00	4	 	1	 	2	 	1	2	 	8	 	1	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-76-02-01	1301058005401	2	310.1560689	44.57470376	1	45	 	45	    7.00	1	 	1	 	96	Only the veranda roof is concrete the rest of the house roofing is zinc.	3	4	 	5	 	3	 	2	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	6	Every Other month	0	0	0	0	0	1	0	0	0	 	1
72-77-90-09	0901023004401	2	219.6902079	292.3374642	2	 	49	49	    3.00	1	 	1	 	2	 	2	2	 	2	 	2	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-78-42-31	0603016015301	2	615.5070741	469.9622489	2	 	15	15	    3.00	1	 	1	 	1	 	3	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-86-01-43	1406013002001	1	230.2727629	176.618916	2	 	15	15	    3.00	1	 	1	 	96	shingle-fiberglass	3	2	 	1	 	1	 	2	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-87-12-32	0702064006301	2	370.4107831	130.6324116	1	44	 	44	    2.00	1	 	1	 	1	 	1	2	 	3	 	3	 	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-87-86-94	1305060017801	2	458.5752889	58.05175034	1	20	 	20	    4.00	1	 	1	 	2	 	3	2	 	8	 	1	 	2	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-88-25-62	0602042003801	2	161.4305487	201.4123924	2	 	38	38	    1.00	1	 	1	 	2	 	2	2	 	8	 	2	 	2	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-91-13-84	0301075009001	1	363.8716184	147.9632998	1	33	 	33	    7.00	1	 	1	 	1	 	3	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-92-82-71	0207039005501	1	218.7551574	37.77208516	2	 	21	21	    2.00	1	 	1	 	1	 	1	2	 	2	 	1	 	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-93-09-45	1301059003301	2	50.22433726	60.40387424	2	 	42	42	    1.00	1	 	1	 	2	 	6	2	 	5	 	2	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-97-31-37	1305036002501	2	70.66408804	54.28865739	2	 	18	18	    2.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
72-99-43-99	0210058011201	1	247.9887534	60.87108389	2	 	33	33	    4.00	1	 	1	 	1	 	1	2	 	8	 	1	 	1	0	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-01-65-26	1202025005901	2	92.78687658	129.9030183	2	 	46	46	    3.00	1	 	1	 	1	 	2	3	 	96	rain water	2	 	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-13-82-64	0206010013201	1	247.6242569	35.38499092	2	 	18	18	    8.00	1	 	1	 	1	 	4	2	 	8	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-15-49-55	0212081013101	2	693.092483	126.5103652	1	28	 	28	    7.00	1	 	1	 	2	 	3	2	 	1	 	2	 	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-17-36-38	0602082005201	2	714.5043295	200.3741842	1	43	 	43	    4.00	1	 	1	 	1	 	2	2	 	96	tank water	2	 	2	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	4	 	0	0	0	1	0	1	0	0	0	 	1
73-17-89-83	1402069003001	1	207.1992134	38.2330239	1	32	 	32	    1.00	4	 	1	 	2	 	1	2	 	1	 	1	 	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-18-00-98	1104004008501	2	915.3020494	193.9160281	2	 	37	37	    6.00	1	 	5	 	1	 	1	2	 	96	Rain catch in drums	2	 	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-20-44-00	0202002010001	1	372.4372987	93.20464804	1	31	 	31	    4.00	1	 	5	 	1	 	2	2	 	2	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-20-51-07	0209029001601	1	306.5285378	246.2406669	2	 	26	26	    3.00	2	 	1	 	2	 	2	2	 	8	 	1	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-21-71-93	1202051009801	1	259.5611859	247.0997188	2	 	21	21	    5.00	1	 	1	 	1	 	5	2	 	1	 	2	 	9	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-25-67-18	1401056009401	2	629.8871989	114.798382	1	41	 	41	    1.00	1	 	5	 	1	 	1	2	 	96	Rain water	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-26-07-70	0301041007901	2	177.4051583	242.9585537	2	 	47	47	    4.00	1	 	5	 	1	 	3	2	 	5	 	3	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	 	0	0	0	0	0	1	0	0	0	 	1
73-32-22-36	1409044011901	1	615.1270048	360.5455816	1	47	 	47	    5.00	4	 	1	 	2	 	3	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-38-46-59	0210031013901	1	315.5030808	263.1884051	1	39	 	39	    4.00	2	 	1	 	2	 	4	2	 	8	 	1	 	2	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-42-18-14	1409112005101	1	411.0670551	70.93977931	2	 	22	22	    1.00	1	 	1	 	2	 	1	2	 	1	 	1	 	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-42-59-27	0402017002301	1	235.1945552	126.2110702	1	15	 	15	    8.00	1	 	1	 	1	 	3	2	 	1	 	2	 	2	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	6	Every other month	0	0	0	0	0	1	0	0	0	 	1
73-45-42-78	0801055008301	1	482.7166024	51.04518263	1	22	 	22	    6.00	1	 	1	 	2	 	4	2	 	1	 	2	 	2	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-45-86-64	0201042000101	1	505.9542584	406.4434422	2	 	41	41	    4.00	1	 	5	 	1	 	2	2	 	2	 	2	 	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-46-20-66	0402016009701	1	89.79431553	96.01856566	2	 	45	45	    3.00	1	 	1	 	2	 	2	2	 	1	 	2	 	2	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-47-63-88	1201075008001	2	137.4840333	192.4797078	2	 	49	49	    6.00	1	 	1	 	1	 	4	4	 	96	rain water	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-48-52-12	0102057001801	1	268.7962956	131.0663482	1	37	 	37	    3.00	1	 	6	 	1	 	1	2	 	2	 	1	 	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	Ever 2 months	0	0	0	0	0	0	0	0	1	 	1
73-48-81-96	1402069004801	1	208.3657388	38.2330239	2	 	26	26	    5.00	1	 	1	 	1	 	2	2	 	1	 	1	 	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-49-38-29	0202002015001	1	580.1211643	93.20464804	2	 	43	43	    2.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-50-50-78	1408088002801	1	463.4209053	459.1786841	2	 	27	27	    2.00	1	 	1	 	2	 	2	2	 	1	 	1	 	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-51-21-68	1304011005101	1	73.15157582	29.31877312	2	 	26	26	    1.00	1	 	1	 	1	 	1	2	 	1	 	2	 	2	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-54-28-18	1101069009101	2	198.0837175	62.12331349	2	 	40	40	    3.00	1	 	1	 	2	 	2	2	 	1	 	2	 	2	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-55-34-01	1302035001701	2	180.1543988	216.6683374	2	 	45	45	    5.00	1	 	1	 	1	 	5	2	 	8	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-56-36-93	0901060013601	2	235.7155143	313.6620261	2	 	32	32	    3.00	1	 	6	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	6	Every two months	0	0	0	0	0	1	0	0	0	 	1
73-58-07-10	0202067001701	1	441.7194599	817.7956215	2	 	43	43	    4.00	2	 	1	 	2	 	2	2	 	8	 	2	 	2	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-59-28-44	0206031008501	1	207.0037479	50.36492076	1	27	 	27	    3.00	1	 	1	 	1	 	2	2	 	2	 	2	 	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-62-33-89	0202033010401	1	411.8761087	267.1923846	1	17	 	17	   11.00	1	 	1	 	2	 	5	2	 	1	 	2	 	2	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	6	every two month	0	0	0	0	0	1	0	0	0	 	1
73-67-42-10	1406040014201	1	348.5835285	129.5222044	2	 	34	34	    6.00	1	 	1	 	2	 	3	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-67-82-16	0601080011401	1	351.0499909	538.6048831	2	 	44	44	    2.00	1	 	4	 	1	 	2	2	 	2	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	6	every other month	0	0	0	0	0	1	0	0	0	 	1
73-69-41-47	0201103002101	1	192.4825983	43.29506232	2	 	26	26	    4.00	1	 	1	 	2	 	2	2	 	5	 	2	 	2	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-70-37-16	1402069003701	1	207.1992134	38.2330239	1	32	 	32	    4.00	1	 	1	 	1	 	1	2	 	1	 	1	 	2	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-72-35-85	1403042011701	2	433.9591281	293.7630176	1	35	 	35	    1.00	1	 	1	 	2	 	1	2	 	7	 	2	 	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-73-54-15	0902018000401	1	98.54563878	178.1881788	2	 	33	33	    5.00	1	 	5	 	1	 	4	2	 	1	 	2	 	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-74-25-15	0502082015801	1	125.3113545	108.0048683	2	 	22	22	    6.00	1	 	5	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-78-89-09	0801017003701	1	79.84247106	90.656644	2	 	25	25	    4.00	1	 	1	 	1	 	2	2	 	2	 	3	 	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-82-80-74	1202065011101	1	355.6522855	84.94460177	2	 	40	40	    3.00	1	 	1	 	2	 	2	2	 	8	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-84-57-42	1405088002501	1	272.1977049	269.7059682	2	 	38	38	   16.00	1	 	6	 	1	 	6	2	 	2	 	2	 	2	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	6	2months	0	0	0	0	0	1	0	0	0	 	1
73-87-08-38	1204015011801	2	385.4797242	53.66925808	1	15	 	15	    3.00	1	 	1	 	1	 	3	2	 	6	 	2	 	2	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-87-40-02	1405080009601	1	165.5795827	38.8572261	2	 	28	28	    5.00	1	 	5	 	1	 	2	2	 	1	 	1	 	2	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	 	0	0	0	0	0	1	0	0	0	 	1
73-88-58-94	0206010004001	1	212.9006419	35.38499092	2	 	26	26	    1.00	1	 	1	 	1	 	1	2	 	1	 	1	 	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-93-36-97	0302126002301	2	366.0449101	107.4220761	2	 	34	34	    2.00	1	 	1	 	2	 	3	2	 	1	 	2	 	2	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
73-95-41-94	0602058004901	2	550.3740504	45.02472792	2	 	23	23	    3.00	1	 	1	 	1	 	2	2	 	5	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-01-01-49	0103056000801	1	365.9511744	289.2936272	2	 	30	30	    5.00	4	 	1	 	1	 	3	2	 	8	 	2	 	2	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-01-04-72	0604032002901	2	212.1696568	26.17223178	1	22	 	22	    4.00	1	 	1	 	1	 	3	2	 	96	tank water	2	 	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	4	 	0	0	0	0	0	1	0	0	0	 	1
74-02-70-28	0901065013101	2	523.3080007	247.8566385	1	27	 	27	    1.00	1	 	4	 	1	 	2	2	 	8	 	2	 	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-05-67-19	1002001009401	2	95.06727168	111.9481265	2	 	27	27	    5.00	1	 	5	 	1	 	3	2	 	2	 	3	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-08-56-95	0603044001501	2	74.89370487	93.44278632	2	 	31	31	    5.00	1	 	1	 	1	 	3	2	 	5	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-14-37-94	0803029017901	1	237.6342574	158.9286126	2	 	22	22	    7.00	1	 	1	 	2	 	4	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-26-28-90	0901001002201	1	82.58326476	149.3253454	2	 	31	31	    4.00	1	 	1	 	1	 	3	2	 	1	 	1	 	2	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	6	Every two months	0	0	0	0	0	1	0	0	0	 	1
74-27-77-66	1402069004301	1	207.1992134	38.2330239	1	26	 	26	    3.00	4	 	1	 	2	 	2	2	 	1	 	1	 	2	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-30-00-93	0402016002001	1	89.79431553	96.01856566	2	 	48	48	    1.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-30-64-18	1403066002701	1	825.6303477	517.5622281	1	19	 	19	    2.00	1	 	1	 	1	 	2	2	 	1	 	1	 	2	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-30-94-43	0207067010601	1	408.1357808	88.25531934	1	20	 	20	    2.00	4	 	1	 	2	 	2	2	 	8	 	1	 	2	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-32-59-71	0202002014601	1	372.4372987	93.20464804	1	29	 	29	    3.00	1	 	1	 	2	 	2	2	 	1	 	2	 	2	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-32-75-60	0210042010401	1	308.487513	257.3361134	1	31	 	31	    4.00	1	 	1	 	1	 	2	2	 	8	 	1	 	2	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-35-78-14	1306009000701	2	893.2254078	363.7197811	1	36	 	36	    4.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-36-82-53	0603037011801	2	226.0027682	281.9773493	2	 	29	29	    3.00	1	 	1	 	2	 	1	2	 	1	 	2	 	2	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-40-17-85	0701076006601	2	58.62454476	78.07851554	2	 	27	27	    7.00	1	 	1	 	2	 	3	2	 	2	 	2	 	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-42-07-20	0501027000601	2	565.6155049	207.9681323	1	18	 	18	    5.00	1	 	1	 	1	 	3	2	 	2	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-45-35-55	1002001009001	2	95.06727168	111.9481265	2	 	32	32	    5.00	1	 	1	 	2	 	3	2	 	1	 	2	 	9	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-46-69-12	1409100003801	1	311.1153212	308.2673271	2	 	44	44	    3.00	4	 	1	 	2	 	2	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-47-50-26	1306019011601	1	231.6886979	156.700628	2	 	25	25	    9.00	1	 	1	 	1	 	4	4	 	1	 	2	 	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-48-61-72	1302033004301	1	205.3469236	108.0213547	2	 	45	45	    5.00	1	 	1	 	2	 	2	2	 	2	 	2	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-49-03-46	0804054004101	2	317.0040405	50.37565383	1	27	 	27	    2.00	1	 	1	 	2	 	1	2	 	7	 	2	 	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-50-14-45	0801055009201	1	322.2573309	51.04518263	2	 	21	21	    4.00	1	 	1	 	2	 	2	2	 	1	 	2	 	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-65-23-51	0401038006801	1	168.2703442	90.29792466	1	18	 	18	    3.00	1	 	5	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	6	bi-monthly	0	0	0	0	0	1	0	0	0	 	1
74-65-34-94	0901047009401	2	340.9794498	43.74739116	1	23	 	23	    5.00	1	 	1	 	1	 	3	2	 	96	rain water	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-66-05-86	0401007021401	2	147.7901153	209.461956	2	 	35	35	    1.00	1	 	1	 	2	 	1	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-70-97-48	1104016010301	2	117.9192365	169.0606097	2	 	28	28	    7.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-71-01-10	1303029000701	2	109.2451895	83.92911915	2	 	18	18	    2.00	1	 	1	 	2	 	3	2	 	96	Rain	2	 	2	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-72-77-73	1104032004501	2	413.9331085	128.013106	2	 	18	18	    9.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	6	Every 2months	0	0	0	0	0	1	0	0	0	 	1
74-73-42-58	1305022005901	1	308.6190235	355.563421	2	 	20	20	    4.00	1	 	1	 	1	 	2	2	 	3	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	6	Every 2 months	0	0	0	0	1	1	0	0	0	 	1
74-74-51-52	0102079002201	1	270.8122678	41.26542057	1	40	 	40	    3.00	1	 	3	 	1	 	1	2	 	2	 	1	 	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-75-12-12	0204066001901	1	519.0825445	336.7393736	1	24	 	24	    5.00	1	 	1	 	1	 	2	2	 	2	 	2	 	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-76-25-29	1201011005001	2	854.3319724	413.7924083	1	36	 	36	    4.00	1	 	1	 	1	 	2	2	 	96	Rain water	2	 	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-76-56-06	1003061017301	2	169.6498563	94.03450519	1	40	 	40	    1.00	1	 	1	 	2	 	1	2	 	1	 	2	 	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-77-13-95	1301058002101	2	252.0268424	44.57470376	2	 	40	40	    6.00	1	 	1	 	1	 	2	4	 	96	Public Tank	3	 	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	every other month	0	0	0	0	0	1	0	0	0	 	1
74-79-54-27	0502016003201	1	76.78992621	87.51885699	2	 	47	47	    5.00	1	 	1	 	1	 	4	2	 	1	 	2	 	2	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-79-55-61	0401103002201	2	133.2560227	153.4781019	2	 	19	19	    4.00	1	 	1	 	1	 	2	2	 	5	 	1	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
74-81-75-76	1408026005501	1	638.0058038	74.79111527	1	27	 	27	    1.00	1	 	1	 	2	 	1	2	 	1	 	1	 	2	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
